Event Name,Swim time,Swim date,Event description,Team Code,Team Name,Athlete Full Name,Gender,Athlete birth date,Rank_Order,City,Country Code,Duration (hh:mm:ss:ff)
Belarus National Championships (50m),58.58,4/17/2019,Men 100 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,8/2/1994,68,Brest,BLR,0:0:58:58
13th FINA World Championships 2009,58.58,7/27/2009,Men 100 Breaststroke LCM Male,AUS,Australia,"RICKARD, Brenton",M,10/19/1983,69,Rome,ITA,0:0:58:58
Phillips 66 International Team Trials 2022,58.59,4/29/2022,Women 100 Backstroke LCM Female,USA,United States of America,"WHITE, Rhyan",F,1/25/2000,94,Greensboro,USA,0:0:58:59
Olympic Games Tokyo 2020,58.59,7/26/2021,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,95,Tokyo,JPN,0:0:58:59
Hancock Prospecting Australian Swimming Trials 2021,58.59,6/13/2021,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,96,Adelaide,AUS,0:0:58:59
17th FINA World Championships 2017,58.59,7/25/2017,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,97,Budapest,HUN,0:0:58:59
FINA/airweave Swimming World Cup 2015,58.59,9/30/2015,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,98,Beijing,CHN,0:0:58:59
21st Commonwealth Games 2018,58.59,4/6/2018,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,70,Gold Coast,AUS,0:0:58:59
16th FINA World Championships 2015,58.59,8/3/2015,Men 100 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,5/25/1988,71,Kazan,RUS,0:0:58:59
16th FINA World Championships 2015,58.59,8/2/2015,Men 100 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,5/25/1988,72,Kazan,RUS,0:0:58:59
22nd Commonwealth Games 2022,58.60,7/31/2022,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,7/12/2001,99,Birmingham,GBR,0:0:58:60
US Olympic Team Trials - Wave II,58.60,6/15/2021,Women 100 Backstroke LCM Female,USA,United States of America,"WHITE, Rhyan",F,1/25/2000,100,Omaha,USA,0:0:58:60
Hancock Prospecting Australian Swimming Club Championships 2021,58.60,4/15/2021,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,7/12/2001,101,Gold Coast,AUS,0:0:58:60
18th FINA World Championships 2019,58.60,7/23/2019,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,102,Gwangju,KOR,0:0:58:60
18th FINA World Championships 2019,58.60,7/22/2019,Women 100 Backstroke LCM Female,AUS,Australia,"ATHERTON, Minna",F,5/17/2000,103,Gwangju,KOR,0:0:58:60
Phillips 66 International Team Trials 2022,58.61,4/29/2022,Women 100 Backstroke LCM Female,USA,United States of America,"BERKOFF, Katharine",F,1/28/2001,104,Greensboro,USA,0:0:58:61
13th Pan Pacific Championships 2018,58.61,8/10/2018,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,105,Tokyo,JPN,0:0:58:61
FINA Champions Swim Series 2020,58.61,1/14/2020,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,73,Shenzen,CHN,0:0:58:61
55th International Trophy “Settecolli”,58.61,6/29/2018,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,74,Rome,ITA,0:0:58:61
US Olympic Team Trials - Wave II,58.62,6/14/2021,Women 100 Backstroke LCM Female,USA,United States of America,"BERKOFF, Katharine",F,1/28/2001,106,Omaha,USA,0:0:58:62
17th FINA World Championships 2017,58.62,7/24/2017,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,107,Budapest,HUN,0:0:58:62
Hancock Prospecting Australian,58.62,4/10/2017,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,108,Brisbane,AUS,0:0:58:62
19th FINA World Championships Budapest 2022,58.62,6/19/2022,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,75,Budapest,HUN,0:0:58:62
Olympic Games Tokyo 2020,58.62,7/24/2021,Men 100 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,4/18/1999,76,Tokyo,JPN,0:0:58:62
USA Winter National Championships (50m),58.63,12/6/2019,Women 100 Backstroke LCM Female,USA,United States of America,"BACON, Phoebe",F,8/12/2002,109,Atlanta,USA,0:0:58:63
13th Pan Pacific Championships 2018,58.63,8/12/2018,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,110,Tokyo,JPN,0:0:58:63
21st Commonwealth Games 2018,58.63,4/7/2018,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,111,Gold Coast,AUS,0:0:58:63
18th FINA World Championships 2019,58.63,7/22/2019,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10/12/1995,77,Gwangju,KOR,0:0:58:63
Eindhoven Qualification Meet,58.64,4/10/2021,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,78,Eindhoven,NED,0:0:58:64
European Championships 2018,58.64,8/4/2018,Men 100 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11/12/1993,79,Glasgow,GBR,0:0:58:64
17th FINA World Championships 2017,58.64,7/23/2017,Men 100 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,8/13/1993,80,Budapest,HUN,0:0:58:64
13th FINA World Championships 2009,58.64,7/27/2009,Men 100 Breaststroke LCM Male,FRA,France,"DUBOSCQ, Hugues",M,8/29/1981,81,Rome,ITA,0:0:58:64
Eindhoven Qualification Meet,58.65,4/11/2021,Women 100 Backstroke LCM Female,NED,Netherlands,"TOUSSAINT, Kira",F,5/22/1994,112,Eindhoven,NED,0:0:58:65
19th FINA World Championships Budapest 2022,58.65,6/19/2022,Men 100 Breaststroke LCM Male,USA,United States of America,"FINK, Nic",M,7/3/1993,82,Budapest,HUN,0:0:58:65
Swimcup Amsterdam,58.65,12/14/2019,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,83,Amsterdam,NED,0:0:58:65
21st Commonwealth Games 2018,58.66,4/7/2018,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,113,Gold Coast,AUS,0:0:58:66
21st Commonwealth Games 2018,58.66,4/6/2018,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,114,Gold Coast,AUS,0:0:58:66
Olympic Games Rio 2016,58.66,8/12/2016,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,115,Rio de Janeiro,BRA,0:0:58:66
British Swimming Championships (50m),58.66,4/16/2019,Men 100 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11/12/1993,84,Glasgow,GBR,0:0:58:66
19th FINA World Championships Budapest 2022,58.67,6/20/2022,Women 100 Backstroke LCM Female,USA,United States of America,"CURZAN, Claire",F,6/30/2004,116,Budapest,HUN,0:0:58:67
US National Championships (50m),58.67,6/25/2013,Women 100 Backstroke LCM Female,USA,United States of America,"FRANKLIN, Missy",F,5/10/1995,117,Indianapolis,USA,0:0:58:67
TYR Pro Swim Series Indianapolis 2021,58.67,5/13/2021,Men 100 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,4/18/1999,85,Indianapolis,USA,0:0:58:67
18th FINA World Championships 2019,58.67,7/21/2019,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10/12/1995,86,Gwangju,KOR,0:0:58:67
Ukrainian National Cup,58.67,6/13/2009,Men 100 Breaststroke LCM Male,UKR,Ukraine,"BORYSIK, Igor",M,6/2/1984,87,Donetsk,UKR,0:0:58:67
USA Winter National Championships (50m),58.68,12/6/2019,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,118,Atlanta,USA,0:0:58:68
Olympic Games London 2012,58.68,7/30/2012,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,119,London,GBR,0:0:58:68
Q-Cup Heidelberg,58.68,4/2/2022,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,88,Heidelberg,GER,0:0:58:68
Olympic Games Tokyo 2020,58.68,7/24/2021,Men 100 Breaststroke LCM Male,ITA,Italy,"MARTINENGHI, Nicolo",M,8/1/1999,89,Tokyo,JPN,0:0:58:68
Belarus National Championships (50m),58.68,4/21/2021,Men 100 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,8/2/1994,90,Brest,BLR,0:0:58:68
Eindhoven Qualification Meet,58.68,4/10/2021,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,91,Eindhoven,NED,0:0:58:68
European Championships 2014,58.68,8/18/2014,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,92,Berlin,GER,0:0:58:68
Toyota US Open 2021,58.69,12/3/2021,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,120,Greensboro,USA,0:0:58:69
Olympic Games Tokyo 2020,58.69,7/25/2021,Women 100 Backstroke LCM Female,GBR,Great Britain,"DAWSON, Kathleen",F,10/3/1997,121,Tokyo,JPN,0:0:58:69
19th FINA World Championships Budapest 2022,58.69,6/18/2022,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,93,Budapest,HUN,0:0:58:69
Rotterdam Qualification Meet,58.69,12/5/2020,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,94,Rotterdam,NED,0:0:58:69
Olympic Games Rio 2016,58.69,8/7/2016,Men 100 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,5/25/1988,95,Rio de Janeiro,BRA,0:0:58:69
Olympic Games Tokyo 2020,58.70,7/27/2021,Women 100 Backstroke LCM Female,GBR,Great Britain,"DAWSON, Kathleen",F,10/3/1997,122,Tokyo,JPN,0:0:58:70
21st Commonwealth Games 2018,58.70,4/6/2018,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,123,Gold Coast,AUS,0:0:58:70
McDonalds Queensland Championships 2015,58.70,12/14/2015,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,124,Brisbane,AUS,0:0:58:70
15th FINA World Championships 2013,58.70,8/4/2013,Women 100 Backstroke LCM Female,JPN,Japan,"TERAKAWA, Aya",F,11/12/1984,125,Barcelona,ESP,0:0:58:70
Eindhoven Qualification Meet,58.71,4/10/2022,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,96,Eindhoven,NED,0:0:58:71
14th FINA World Championships 2011,58.71,7/25/2011,Men 100 Breaststroke LCM Male,NOR,Norway,"DALE OEN, Alexander",M,5/21/1985,97,Shanghai,CHN,0:0:58:71
US Olympic Team Trials - Wave II,58.72,6/15/2021,Women 100 Backstroke LCM Female,USA,United States of America,"SMOLIGA, Olivia",F,10/12/1994,126,Omaha,USA,0:0:58:72
13th Pan Pacific Championships 2018,58.72,8/10/2018,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,127,Tokyo,JPN,0:0:58:72
National Chinese Championships (50m),58.72,4/8/2017,Women 100 Backstroke LCM Female,CHN,People's Republic of China,"FU, Yuanhui",F,1/7/1996,128,Qingdae,CHN,0:0:58:72
FINA/airweave Swimming World Cup 2015,58.72,10/4/2015,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,129,Singapore,SGP,0:0:58:72
Olympic Games Tokyo 2020,58.72,7/25/2021,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10/12/1995,98,Tokyo,JPN,0:0:58:72
56th International Trophy “Settecolli”,58.72,6/21/2019,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,99,Rome,ITA,0:0:58:72
54th International Trophy “Settecolli”,58.72,6/23/2017,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,100,Rome,ITA,0:0:58:72
Duel in the Pool 2022,58.73,8/20/2022,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,7/12/2001,130,Sydney,AUS,0:0:58:73
22nd Commonwealth Games 2022,58.73,7/31/2022,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,131,Birmingham,GBR,0:0:58:73
TYR Pro Swim Series San Antonio 2022,58.73,4/1/2022,Women 100 Backstroke LCM Female,USA,United States of America,"CURZAN, Claire",F,6/30/2004,132,San Antonio,USA,0:0:58:73
European Championships 2021,58.73,5/20/2021,Women 100 Backstroke LCM Female,NED,Netherlands,"TOUSSAINT, Kira",F,5/22/1994,133,Budapest,HUN,0:0:58:73
TYR Pro Swim Series Richmond 2019,58.73,4/12/2019,Women 100 Backstroke LCM Female,USA,United States of America,"SMOLIGA, Olivia",F,10/12/1994,134,Richmond,USA,0:0:58:73
European Championships 2016,58.73,5/19/2016,Women 100 Backstroke LCM Female,DEN,Denmark,"NIELSEN, Mie Oe",F,9/25/1996,135,London,GBR,0:0:58:73
Australian National Championships (50m),58.73,4/8/2016,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,136,Adelaide,AUS,0:0:58:73
US Olympic Team Trials - Wave II,58.73,6/14/2021,Men 100 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,4/18/1999,101,Omaha,USA,0:0:58:73
Chinese National Championships (50m),58.73,9/28/2020,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10/12/1995,102,Qingdao,CHN,0:0:58:73
FINA Swimming World Cup 2019,58.73,8/2/2019,Men 100 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,8/2/1994,103,Tokyo,JPN,0:0:58:73
Edinburgh International Swim Meet,58.73,3/16/2019,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,104,Edinburgh,GBR,0:0:58:73
Eindhoven Qualification Meet,58.74,4/11/2021,Women 100 Backstroke LCM Female,NED,Netherlands,"TOUSSAINT, Kira",F,5/22/1994,137,Eindhoven,NED,0:0:58:74
13th FINA World Championships 2009,58.74,7/27/2009,Women 100 Backstroke LCM Female,GBR,Great Britain,"SPOFFORTH, Gemma",F,11/17/1987,138,Rome,ITA,0:0:58:74
US Olympic Team Trials - Wave II,58.74,6/14/2021,Men 100 Breaststroke LCM Male,USA,United States of America,"WILSON, Andrew",M,9/16/1993,105,Omaha,USA,0:0:58:74
European Championships 2021,58.74,5/17/2021,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,106,Budapest,HUN,0:0:58:74
Mission Viejo Swim Meet of Champions,58.74,6/23/2019,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10/12/1995,107,Mission Viejo,USA,0:0:58:74
US National Championships (50m),58.74,6/30/2017,Men 100 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,8/13/1993,108,Indianapolis,USA,0:0:58:74
European Championships 2016,58.74,5/16/2016,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,109,London,GBR,0:0:58:74
British Championships 2016,58.74,4/12/2016,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,110,Glasgow,GBR,0:0:58:74
US National Championships (50m),58.75,7/28/2018,Women 100 Backstroke LCM Female,USA,United States of America,"SMOLIGA, Olivia",F,10/12/1994,139,Irvine,USA,0:0:58:75
Olympic Games Rio 2016,58.75,8/13/2016,Women 100 Backstroke LCM Female,DEN,Denmark,"NIELSEN, Mie Oe",F,9/25/1996,140,Rio de Janeiro,BRA,0:0:58:75
Olympic Games Rio 2016,58.75,8/8/2016,Women 100 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,141,Rio de Janeiro,BRA,0:0:58:75
16th FINA World Championships 2015,58.75,8/4/2015,Women 100 Backstroke LCM Female,AUS,Australia,"WILSON, Madison",F,5/31/1994,142,Kazan,RUS,0:0:58:75
Olympic Games Tokyo 2020,58.75,7/24/2021,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10/12/1995,111,Tokyo,JPN,0:0:58:75
European Championships 2021,58.75,5/18/2021,Men 100 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,8/2/1994,112,Budapest,HUN,0:0:58:75
Italian Winter National Championships (50m),58.75,12/12/2019,Men 100 Breaststroke LCM Male,ITA,Italy,"MARTINENGHI, Nicolo",M,8/1/1999,113,Riccione,ITA,0:0:58:75
Olympic Games Rio 2016,58.76,8/8/2016,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,143,Rio de Janeiro,BRA,0:0:58:76
Olympic Games Rio 2016,58.76,8/8/2016,Women 100 Backstroke LCM Female,CHN,People's Republic of China,"FU, Yuanhui",F,1/7/1996,144,Rio de Janeiro,BRA,0:0:58:76
British National Swimming Championships (50m),58.76,4/14/2021,Men 100 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11/12/1993,114,London,GBR,0:0:58:76
19th FINA World Championships Budapest 2022,58.77,6/25/2022,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,7/12/2001,145,Budapest,HUN,0:0:58:77
TYR Pro Swim Series Indianapolis 2021,58.77,5/15/2021,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,146,Indianapolis,USA,0:0:58:77
Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2018,58.77,6/13/2018,Women 100 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,147,Barcelona,ESP,0:0:58:77
17th FINA World Championships 2017,58.77,7/25/2017,Women 100 Backstroke LCM Female,USA,United States of America,"SMOLIGA, Olivia",F,10/12/1994,148,Budapest,HUN,0:0:58:77
Olympic Games Rio 2016,58.77,8/13/2016,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,149,Rio de Janeiro,BRA,0:0:58:77
Olympic Games Beijing 2008,58.77,8/11/2008,Women 100 Backstroke LCM Female,ZIM,Zimbabwe,"COVENTRY, Kirsty",F,9/16/1983,150,Beijing,CHN,0:0:58:77
Swimmeet Amsterdam,58.77,7/3/2021,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,115,Amsterdam,NED,0:0:58:77
Belarus National Championships (50m),58.77,4/21/2021,Men 100 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,8/2/1994,116,Brest,BLR,0:0:58:77
16th FINA World Championships 2015,58.78,8/3/2015,Women 100 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,151,Kazan,RUS,0:0:58:78
13th FINA World Championships 2009,58.78,7/27/2009,Women 100 Backstroke LCM Female,GBR,Great Britain,"SPOFFORTH, Gemma",F,11/17/1987,152,Rome,ITA,0:0:58:78
Phillips 66 International Team Trials 2022,58.78,4/29/2022,Men 100 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,4/18/1999,117,Greensboro,USA,0:0:58:78
Italian National Championships (50m),58.78,4/10/2022,Men 100 Breaststroke LCM Male,ITA,Italy,"MARTINENGHI, Nicolo",M,8/1/1999,118,Milano,ITA,0:0:58:78
Rotterdam Qualification Meet,58.78,12/5/2020,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10/22/1995,119,Rotterdam,NED,0:0:58:78
McCullagh International 2020,58.78,2/20/2020,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,120,Bangor,IRL,0:0:58:78
Mare Nostrum -  Meeting International de Canet-en-Roussillon 2019,58.78,6/11/2019,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,121,Canet-en-Roussillon,FRA,0:0:58:78
Mare Nostrum - 36th Meeting International de Natation de Monte Carlo 2018,58.78,6/16/2018,Men 100 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,3/14/1992,122,Monaco,MON,0:0:58:78
Edinburgh International Swim Meet,58.78,3/3/2018,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,123,Edinburgh,GBR,0:0:58:78
22nd Commonwealth Games 2022,58.79,8/3/2022,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,7/12/2001,153,Birmingham,GBR,0:0:58:79
TYR Pro Swim Series Des Moines 2020,58.79,3/7/2020,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,154,Des Moines,USA,0:0:58:79
18th FINA World Championships 2019,58.79,7/28/2019,Women 100 Backstroke LCM Female,USA,United States of America,"SMOLIGA, Olivia",F,10/12/1994,155,Gwangju,KOR,0:0:58:79
13th Pan Pacific Championships 2018,58.79,8/10/2018,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,156,Tokyo,JPN,0:0:58:79
15th FINA World Championships 2013,58.79,8/4/2013,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,157,Barcelona,ESP,0:0:58:79
Meeting International FFN - Golden Tour,58.79,3/24/2019,Men 100 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,8/2/1994,124,Marseille,FRA,0:0:58:79
17th FINA World Championships 2017,58.79,7/24/2017,Men 100 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,8/13/1993,125,Budapest,HUN,0:0:58:79
15th FINA World Championships 2013,58.79,7/29/2013,Men 100 Breaststroke LCM Male,AUS,Australia,"SPRENGER, Christian",M,12/19/1985,126,Barcelona,ESP,0:0:58:79
17th FINA World Championships 2017,58.80,7/24/2017,Women 100 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,5/3/1989,158,Budapest,HUN,0:0:58:80
Olympic Games Rio 2016,58.80,8/8/2016,Women 100 Backstroke LCM Female,DEN,Denmark,"NIELSEN, Mie Oe",F,9/25/1996,159,Rio de Janeiro,BRA,0:0:58:80
US Olympic Team Trials - Wave II,58.80,6/14/2021,Men 100 Breaststroke LCM Male,USA,United States of America,"FINK, Nic",M,7/3/1993,127,Omaha,USA,0:0:58:80
US Olympic Team Trials - Wave II,58.80,6/13/2021,Men 100 Breaststroke LCM Male,USA,United States of America,"WILSON, Andrew",M,9/16/1993,128,Omaha,USA,0:0:58:80
European Championships 2021,58.80,5/17/2021,Men 100 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11/12/1993,129,Budapest,HUN,0:0:58:80
TYR Pro Swim Series Indianapolis 2021,58.81,5/15/2021,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,160,Indianapolis,USA,0:0:58:81
16th FINA World Championships 2015,58.81,8/9/2015,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,6/5/1992,161,Kazan,RUS,0:0:58:81
19th FINA World Championships Budapest 2022,58.81,6/18/2022,Men 100 Breaststroke LCM Male,USA,United States of America,"FINK, Nic",M,7/3/1993,130,Budapest,HUN,0:0:58:81
US Olympic Team Trials - Wave II,58.82,6/15/2021,Women 100 Backstroke LCM Female,USA,United States of America,"BERKOFF, Katharine",F,1/28/2001,162,Omaha,USA,0:0:58:82
TAC Spring Invitational 2021 (50m),58.82,5/15/2021,Women 100 Backstroke LCM Female,USA,United States of America,"CURZAN, Claire",F,6/30/2004,163,Cary,USA,0:0:58:82
TYR Pro Swim Series Bloomington 2019,58.82,5/19/2019,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,2/9/2002,164,Bloomington,USA,0:0:58:82
TYR Pro Swim Series Indianapolis 2021,58.82,5/13/2021,Men 100 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,4/18/1999,131,Indianapolis,USA,0:0:58:82
Manchester International Swim Meet,58.82,2/12/2021,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,132,Manchester,GBR,0:0:58:82
Japan Open 2017 (50m),58.82,5/19/2017,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12/28/1994,133,Tokyo,JPN,0:0:58:82
22nd Commonwealth Games 2022,58.83,7/30/2022,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,1/18/1996,165,Birmingham,GBR,0:0:58:83
18th FINA World Championships 2019,58.83,7/22/2019,Women 100 Backstroke LCM Female,CAN,Canada,"RUCK, Taylor",F,5/28/2000,166,Gwangju,KOR,0:0:58:83
13th Pan Pacific Championships 2018,58.83,8/10/2018,Women 100 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,2/28/1997,167,Tokyo,JPN,0:0:58:83
